"TIME","GEO","GEO_LABEL","AGE","UNIT","SEX","Value"
"2014","CZ","Czech Republic","Total","Percentage of active population","Total","6.1"
"2014","DK","Denmark","Total","Percentage of active population","Total","6.6"
"2014","DE","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","5.0"
"2014","EE","Estonia","Total","Percentage of active population","Total","7.4"
"2014","IE","Ireland","Total","Percentage of active population","Total","11.3"
"2014","EL","Greece","Total","Percentage of active population","Total","26.5"
"2014","ES","Spain","Total","Percentage of active population","Total","24.5"
"2014","FR","France","Total","Percentage of active population","Total","10.3"
"2014","HR","Croatia","Total","Percentage of active population","Total","17.2"
"2014","IT","Italy","Total","Percentage of active population","Total","12.7"
"2014","CY","Cyprus","Total","Percentage of active population","Total","16.1"
"2014","LV","Latvia","Total","Percentage of active population","Total","10.8"
"2014","LT","Lithuania","Total","Percentage of active population","Total","10.7"
"2014","LU","Luxembourg","Total","Percentage of active population","Total","6.0"
"2014","HU","Hungary","Total","Percentage of active population","Total","7.7"
"2014","MT","Malta","Total","Percentage of active population","Total","5.8"
"2014","NL","Netherlands","Total","Percentage of active population","Total","7.4"
"2014","AT","Austria","Total","Percentage of active population","Total","5.6"
"2014","PL","Poland","Total","Percentage of active population","Total","9.0"
"2014","PT","Portugal","Total","Percentage of active population","Total","14.1"
"2014","RO","Romania","Total","Percentage of active population","Total","6.8"
"2014","SI","Slovenia","Total","Percentage of active population","Total","9.7"
"2014","SK","Slovakia","Total","Percentage of active population","Total","13.2"
"2014","FI","Finland","Total","Percentage of active population","Total","8.7"
"2014","SE","Sweden","Total","Percentage of active population","Total","7.9"
"2014","UK","United Kingdom","Total","Percentage of active population","Total","6.1"
"2014","IS","Iceland","Total","Percentage of active population","Total","5.0"
"2014","NO","Norway","Total","Percentage of active population","Total","3.5"
"2014","TR","Turkey","Total","Percentage of active population","Total","9.9"
"2015","BE","Belgium","Total","Percentage of active population","Total","8.5"
"2015","BG","Bulgaria","Total","Percentage of active population","Total","9.2"
"2015","CZ","Czech Republic","Total","Percentage of active population","Total","5.1"
"2015","DK","Denmark","Total","Percentage of active population","Total","6.2"
"2015","DE","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","4.6"
"2015","EE","Estonia","Total","Percentage of active population","Total","6.2"
"2015","IE","Ireland","Total","Percentage of active population","Total","9.4"
"2015","EL","Greece","Total","Percentage of active population","Total","24.9"
"2015","ES","Spain","Total","Percentage of active population","Total","22.1"
"2015","FR","France","Total","Percentage of active population","Total","10.4"
"2015","HR","Croatia","Total","Percentage of active population","Total","16.1"
"2015","IT","Italy","Total","Percentage of active population","Total","11.9"
"2015","CY","Cyprus","Total","Percentage of active population","Total","15.0"
"2015","LV","Latvia","Total","Percentage of active population","Total","9.9"
"2015","LT","Lithuania","Total","Percentage of active population","Total","9.1"
"2015","LU","Luxembourg","Total","Percentage of active population","Total","6.5"
"2015","HU","Hungary","Total","Percentage of active population","Total","6.8"
"2015","MT","Malta","Total","Percentage of active population","Total","5.4"
"2015","NL","Netherlands","Total","Percentage of active population","Total","6.9"
"2015","AT","Austria","Total","Percentage of active population","Total","5.7"
"2015","PL","Poland","Total","Percentage of active population","Total","7.5"
"2015","PT","Portugal","Total","Percentage of active population","Total","12.6"
"2015","RO","Romania","Total","Percentage of active population","Total","6.8"
"2015","SI","Slovenia","Total","Percentage of active population","Total","9.0"
"2015","SK","Slovakia","Total","Percentage of active population","Total","11.5"
"2015","FI","Finland","Total","Percentage of active population","Total","9.4"
"2015","SE","Sweden","Total","Percentage of active population","Total","7.4"
"2015","UK","United Kingdom","Total","Percentage of active population","Total","5.3"
"2015","IS","Iceland","Total","Percentage of active population","Total","4.0"
"2015","NO","Norway","Total","Percentage of active population","Total","4.4"
"2015","TR","Turkey","Total","Percentage of active population","Total","10.3"
"2016","BE","Belgium","Total","Percentage of active population","Total","7.8"
"2016","BG","Bulgaria","Total","Percentage of active population","Total","7.6"
"2016","CZ","Czech Republic","Total","Percentage of active population","Total","4.0"
"2016","DK","Denmark","Total","Percentage of active population","Total","6.2"
"2016","DE","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total","4.1"
"2016","EE","Estonia","Total","Percentage of active population","Total","6.8"
"2016","IE","Ireland","Total","Percentage of active population","Total","7.9"
"2016","EL","Greece","Total","Percentage of active population","Total","23.6"
"2016","ES","Spain","Total","Percentage of active population","Total","19.6"
"2016","FR","France","Total","Percentage of active population","Total","10.1"
"2016","HR","Croatia","Total","Percentage of active population","Total","13.4"
"2016","IT","Italy","Total","Percentage of active population","Total","11.7"
"2016","CY","Cyprus","Total","Percentage of active population","Total","13.0"
"2016","LV","Latvia","Total","Percentage of active population","Total","9.6"
"2016","LT","Lithuania","Total","Percentage of active population","Total","7.9"
"2016","LU","Luxembourg","Total","Percentage of active population","Total","6.3"
"2016","HU","Hungary","Total","Percentage of active population","Total","5.1"
"2016","MT","Malta","Total","Percentage of active population","Total","4.7"
"2016","NL","Netherlands","Total","Percentage of active population","Total","6.0"
"2016","AT","Austria","Total","Percentage of active population","Total","6.0"
"2016","PL","Poland","Total","Percentage of active population","Total","6.2"
"2016","PT","Portugal","Total","Percentage of active population","Total","11.2"
"2016","RO","Romania","Total","Percentage of active population","Total","5.9"
"2016","SI","Slovenia","Total","Percentage of active population","Total","8.0"
"2016","SK","Slovakia","Total","Percentage of active population","Total","9.7"
"2016","FI","Finland","Total","Percentage of active population","Total","8.8"
"2016","SE","Sweden","Total","Percentage of active population","Total","6.9"
"2016","UK","United Kingdom","Total","Percentage of active population","Total","4.8"
"2016","IS","Iceland","Total","Percentage of active population","Total","3.0"
"2016","NO","Norway","Total","Percentage of active population","Total","4.7"
"2016","TR","Turkey","Total","Percentage of active population","Total","10.9"
